"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Disable static keys for TLS","2.1.8","Disable static keys for TLS","System Settings - General Settings","Level 2","","true","Disable support for static keys on TLS sessions terminating on the FortiGate

Default Value:
ssl-static-key-ciphers is enabled","Prevent TLS sessions terminating on the FortiGate from using static SSL keys","","CLI:
config system global
set ssl-static-key-ciphers disable
end","CLI:
config system global
get
Validate that ssl-static-key-ciphers disabled.","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/339914554/config-system-global","CIS FortiGate 7.4.x Benchmark"
"Enable Global Strong Encryption","2.1.9","Enable Global Strong Encryption","System Settings - General Settings","Level 2","","true","Enable FortiOS to only use strong encryption and allow only strong ciphers for
communication

Default Value:
strong-crypto is enabled by default.","","","CLI:
config system global
set strong-crypto enable
end","CLI:
config system global
get
Validate strong-crypto is enabled.","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/339914554/config-system-global","CIS FortiGate 7.4.x Benchmark"
"Ensure management GUI listens on secure TLS version","2.1.10","Ensure management GUI listens on secure TLS version","System Settings - General Settings","Level 1","","true","As we move towards better encryption capabilities, we need to also ensure GUI access
is properly secured. TLS 1.3 is currently the most secure SSL/TLS supported version for
SSL-encrypted administrator access (at this time of writing).

Default Value:
FortiOS 7.x - TLS 1.2 and 1.3 enabled
FortiOS 6.x - TLS 1.1, 1.2, and 1.3 enabled","Use higher version of SSL/TLS to prevent MiTM attacks.","","CLI:
config system global
set admin-https-ssl-versions tlsv1-3","CLI:
config system global
get
Verify if set admin-https-ssl-versions tlsv1-3 is configured.","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/339914554/config-system-global","CIS FortiGate 7.4.x Benchmark"
"Ensure CDN is enabled for improved GUI performance","2.1.11","Ensure CDN is enabled for improved GUI performance","System Settings - General Settings","Level 2","","true","To improve GUI performance, an option is added to enable loading static GUI artifacts
cached in CDN (content delivery network) servers closer to the user rather than from
the FortiGate. On failure, the files can fall back to loading from the FortiGate.

Default Value:
Enabled","When accessing a remote FortiGate, GUI might experience some slowness due to
geographical distance. For this case, loading static GUI artifacts cached in CDN servers
will provide a better GUI / web management experience.","This is not a security control recommendation. Hence, there is no impact if this is not
enabled.","On CLI:
config system global
set gui-cdn-usage enable
end","On CLI:
config system global
get
Ensure that gui-cdn-usage is enabled.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-
guide/205105/loading-artifacts-from-a-cdn","CIS FortiGate 7.4.x Benchmark"
"Ensure single CPU core overloaded event is logged","2.1.12","Ensure single CPU core overloaded event is logged","System Settings - General Settings","Level 1","","true","Add log-single-cpu-high option under config system global. When enabled, CPU single
core usage will be polled every three seconds, and any single CPU core usage above
the CPU usage threshold will report an event log. If a core is reported, that core will not
be checked again for the next 30 seconds.

Default Value:
Disabled","There are instances where overall CPU usage is low, but there is a single CPU core
that is overloaded. But because reporting and dashboard in FortiGate shows the overall
CPU usage, a single CPU core spike may get overlooked on a FortiGate with multiple
CPU cores. This causes performance issues where there are instances which traffic has
been stopped processing.","","On CLI:
config system global
set log-single-cpu-high enable
end","On CLI:
config system global
get
Ensure that log-single-cpu-high is enabled.","1. https://community.fortinet.com/t5/FortiGate/Technical-Tip-Enable-logging-for-
single-core-CPU-spike-against/ta-p/293010
2. https://docs.fortinet.com/document/fortigate/7.2.4/fortios-release-
notes/743723/new-features-or-enhancements","CIS FortiGate 7.4.x Benchmark"
"Ensure Hostname is Not Displayed On Login GUI","2.1.13","Ensure Hostname is Not Displayed On Login GUI","System Settings - General Settings","Level 2","","true","Ensure that the device hostname is not displayed on the GUI login page

Default Value:
Default Value for ""gui-display-hostname"" is disable
2.2 Password Policy
This Section contains criteria for local passwords such as complexity and restrictions.
The best practice is to use named accounts, and if possible a back-end authentication
solution such as Active Directory or (best case) a two-factor authentication solution.
However, local credentials will always exist, if only to account for the failure of a back-
end authentication solution.","The hostname of the device may be displayed on the GUI login page which may provide
information for reconnaissance","","To disable ""gui-display-hostname""
In the CLI:
FGT1 # config system global
FGT1 (global) # set gui-display-hostname disable
FGT1 (global) # end
FGT1 #","From the CLI run the command:
FGT1 # get system global | grep -f gui-display
gui-display-hostname: disable <---
If ""gui-display-hostname"" is set to disable the hostname will not be displayed on the
login screen","","CIS FortiGate 7.4.x Benchmark"
"Ensure 'Password Policy' is enabled","2.2.1","Ensure 'Password Policy' is enabled","System Settings - Password Policy","Level 1","","true","It is important to use secure and complex passwords for preventing unauthorized
access to the FortiGate device.

Default Value:
By default, 'Password Policy' is disabled. It can be checked from CLI as follows:
config system password-policy
set status disable
end
Or from GUI as follows:
1) Log in to FortiGate as Super Admin
2) Go to 'System' > 'Settings'
3) Find the 'Password Policy' section
4) Default 'Password scope' is 'Off'

Additional Information:
Consider the following to ensure better security:
• Do not use passwords that are obvious, such as the company name,
administrator names, or other obvious words or phrases.
• Administrator passwords can be up to 64 characters.
• Use multiple words together, or possibly even a sentence, for example:
correcthorsebatterystaple.
• Make note of the password and store it in a safe place away from the
management computer, in case you forget it; or ensure at least two people know
the password in the event one person becomes unavailable. Alternatively, have
two different admin logins.","Attackers can use brute force password software to launch more than just dictionary
attacks. Such attacks can discover common passwords where a letter is replaced by a
number or symbol. Center for Internet Security (CIS) recommends that passwords
should be at least 14 characters long with no limit on the enforced maximum number of
characters","Weak passwords can be easily discovered by hackers, which leads to unauthorized
access to FortiGate. Depending on the access privilege of the compromised account,
the attacker may modify important settings.","Can be modified from CLI or GUI.
From CLI, do the following:
config system password-policy
set status enable
set apply-to admin-password ipsec-preshared-key
set minimum-length 14
end
Or from GUI, do the following:
1) Log in to FortiGate as Super Admin
2) Go to 'System' > 'Settings'
3) Find the 'Password Policy' section
4) Default 'Password scope' is 'Off', change it to 'Both'
5) set 'Minimum length' to '14'","Currently implemented password policy can be shown from GUI or CLI
From CLI, type:
get system password-policy
Or from GUI as follows:
1) Log in to FortiGate with a user with at least read-only privileges
2) Go to 'System' > 'Settings'
3) Find and check the status of the 'Password Policy' Section
4) Ensure 'Password scope' is 'Both'
5) Ensure 'Minimum length' to '14'
The recent update by NIST on password policy has shifted focus to password length,
since longer passwords are harder to crack with brute-force attacks. Not enforcing
password complexity such as symbols and numbers can be easier for users to
remember without being predictable.
NIST also is now recommending password resets in the case of a credential breach
only.","1. https://pages.nist.gov/800-63-4/sp800-63b.html
2. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/127236326/config-system-password-policy
3. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/364729","CIS FortiGate 7.4.x Benchmark"
"Ensure administrator password retries and lockout time are configured","2.2.2","Ensure administrator password retries and lockout time are configured","System Settings - Password Policy","Level 1","","true","Failed login attempts can indicate malicious attempts to gain access to your network. To
prevent this security risk, FortiGate is preconfigured to limit the number of failed
administrator login attempts. After the maximum number of failed login attempts is
reached, access to the account is blocked for the configured lockout period.

Default Value:
By default, the number of password retry attempts is set to three, allowing the
administrator a maximum of three attempts at logging in to their account before they are
locked out for a set amount of time (by default, 60 seconds).

Additional Information:
The number of attempts and the default wait time before the administrator can try to
enter a password again can be configured using the CLI.
A maximum of ten retry attempts can be configured, and the lockout period can be 1 to
2147483647 seconds (over 68 years).
The higher the retry attempts, the higher the risk that someone might be able to guess
the password.","When you log in and fail to enter the correct password, you could potentially be a valid
user or a hacker attempting to gain access. For this reason, best practice dictates
limiting the number of failed login attempts before a lockout period in which you cannot
log in for a certain period of time. Lockout period will minimize hacker attempts to gain
access to the firewall.","Attackers will keep attempting to access the device through brute force attacks without
any interruption, which may lead to a successful login.","To configure the lockout options, from CLI:
config system global
set admin-lockout-threshold 3
set admin-lockout-duration 900
end
Lockout affects the offending IP address, not the entire account.","To check the lockout options, from CLI:
get system global
from the output, check the value of the below fields:
1. admin-lockout-threshold
2. admin-lockout-duration
Ensure that admin-lockout-threshold is set at 3 or less and admin-lockout-
duration is set at 900 or less","1. https://docs.fortinet.com/document/fortigate/7.4.5/cli-
reference/339914554/config-system-global","CIS FortiGate 7.4.x Benchmark"
"Ensure only SNMPv3 is enabled","2.3.1","Ensure only SNMPv3 is enabled","System Settings - SNMP","Level 1","","true","Ensuring that only SNMPv3 service is enabled and SNMPv1, SNMPv2c are disabled.

Default Value:
By default, SNMP agent is disabled.","SNMP Version 3 provides security enhancements that are not available in SNMP
Version 1 or SNMP Version 2c. SNMP Versions 1 and 2c transmit data between the
SNMP server and SNMP agent in clear text. SNMP Version 3 adds authentication and
privacy options to secure protocol operations. Some firewalls need to be constantly
monitored of its performance and status, especially if the firewalls are critical to the
operation. Enabling SNMPv3 will ensure that the firewall is monitored properly.","Some older SNMP servers that only run SNMPv1 or SNMPv2c will not be able to query
to this firewall.","To enable SNMP agent in CLI:
FGT1 # config system snmp sysinfo
FGT1 (sysinfo) # set status enable
FGT1 (sysinfo) # end
In GUI, go to System > SNMP and enable SNMP Agent.
To delete SNMPv1/2c communities. In this example, we'll delete community ""public"" in
CLI:
First, to identify the community, run
FGT1 # config system snmp community
FGT1 (community) # show
config system snmp community
edit 1
set name ""public""
config hosts
edit 1
next
end
next
end
This shows that the community public has ID 1
FGT1 # config system snmp community
FGT1 (community) # delete 1
FGT1 (community) # end
FGT #
In the GUI, go to:
System > SNMP, select the community and click on the Delete button.
To add SNMPv3 user in CLI:
FGT1 # config system snmp user
FGT1 (user) # edit ""snmp_test""
FGT1 (snmp_test) # set security-level auth-priv
FGT1 (snmp_test) # set auth-proto sha256
FGT1 (snmp_test) # set auth-pwd xxxx
FGT1 (snmp_test) # set priv-proto aes256
FGT1 (snmp_test) # set priv_pwd xxxx
FGT1 (snmp_test) # end
FGT1 #
In the GUI, go to:
1. System > SNMP, under SNMPv3, click on ""Create New"" button.
2. Select ""Authentication"" and choose SHA256 as Authentication algorithm.
3. Click ""Change"" to type in the password.
4. Also select option ""Private"", choose AES256 as Encryption Algorithm.
5. Click on ""Change"" to change the password. Click ""OK"" to add the new user.
6. Click apply to apply the new setting into the current config.","From CLI, check to make sure that there is not any community for SNMPv1 or
SNMPv2c and only SNMPv3 users are there. Also make sure that SNMP Agent is
enabled:
FGT1 # config system snmp sysinfo
FGT1 (sysinfo) # show
config system snmp sysinfo
set status enable
...
end
FGT1 (sysinfo) # end
FGT1 # config system snmp community
FGT1 (community) # show
config system snmp community
end
FGT1 (community) # end
FGT1 # config system snmp user
FGT1 (user) # show
config system snmp user
edit ""snmp_test""
set security-level auth-priv
set auth-proto sha256
set auth-pwd ENC xxxxxx
set priv-proto aes256
set priv-pwd ENC xxxxxx
next
end
In the GUI, go to:
1. System > SNMP. Make sure that SNMP agent is enabled.
2. Make sure that there is not any SNMPv1/2c community.
3. Make sure that there is at least 1 SNMPv3 user in the list.","1. https://community.fortinet.com/t5/FortiGate/Technical-Tip-How-to-Configure-
FortiGate-SNMP-Agent-for/ta-p/196866?externalID=FD45755
2. https://docs.fortinet.com/document/fortigate/7.4.5/administration-
guide/325005/basic-configuration","CIS FortiGate 7.4.x Benchmark"
"Allow only trusted hosts in SNMPv3","2.3.2","Allow only trusted hosts in SNMPv3","System Settings - SNMP","Level 2","","false","Ensuring that only certain hosts are able to conduct SNMP GET or receive SNMP Trap.

Default Value:
By default, no SNMP is configured.","SNMP offers rich information that can be useful for reconnaissance activity. Hence,
limiting this information to only relevant devices such as NMS (Network Monitoring
System) or other SNMP servers is necessary.","","To remove 0.0.0.0 from trusted hosts in CLI:
FGT1 # config system snmp user
FGT1 (user) # edit ""snmp_test""
FGT1 (snmp_test) # unselect notify-hosts 0.0.0.0
FGT1 (snmp_test) # end
FGT1 #
From GUI:
1. System > SNMP.
2. On SNMPv3 section, double click on the configured SNMPv3 settings.
3. Remove 0.0.0.0 from ""Hosts"" option.","From CLI:
FGT1 # show system snmp user
config system snmp user
edit ""snmp_test""
set notify-hosts 192.168.1.101
set security-level auth-priv
set auth-proto sha512
set auth-pwd ENC xxxxx
set priv-proto aes256
set priv-pwd ENC xxxxx
next
end
Validate that ""notify-hosts"" is configured with specific IP address, and there is no
""0.0.0.0"" configured.
From GUI:
1. System > SNMP.
2. On SNMPv3 section, double click on the configured SNMPv3 settings.
3. Ensure that ""Hosts"" is configured with specific IP address, and there is
no ""0.0.0.0"" configured.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-
guide/325005/basic-configuration","CIS FortiGate 7.4.x Benchmark"
"Disable SNMPv3 Query Per User","2.3.3","Disable SNMPv3 Query Per User","System Settings - SNMP","Level 2","","true","Disabling SNMP query for SNMPv3 Users that only need to receive SNMP traps

Default Value:
By Default SNMPv3 Users allow Queries","SNMP can contain information that is useful for reconnaissance, SNMP queries allow
devices to send requests for information, disabling this on SNMPv3 users that do not
need to query and only need to receive SNMP traps is necessary.","","To disable Queries for a specific SNMPv3 User in CLI:
{snmp_test is the example SNMPv3 username}
FGT1 # config system snmp user
FGT1 (user) # edit snmp_test
FGT1 (snmp_test) # set queries disable
FGT1 (snmp_test) # next
FGT1 (user) # end
To disable Queries for a specific SNMPv3 User in GUI:
1. System > SNMP
2. Under the SNMPv3 section select the specific user and double click or
single click and select edit
3. Under the Queries section click the slider for ""Enabled"" so it is turned
off","From CLI:
config system snmp user
edit ""snmp_test""
set queries disable
set notify-hosts 192.168.1.101
set security-level auth-priv
set auth-proto sha512
set auth-pwd ENC xxxxxx
set priv-proto aes256
set priv-pwd ENC xxxxxx
next
end
Validate that ""set queries"" is disabled
From GUI:
1. System > SNMP
2. On SNMPv3 settings double click on the SNMPv3 user to modify
3. Ensure that the slider for ""Queries"" is disabled","","CIS FortiGate 7.4.x Benchmark"
"Enabling SNMP trap for memory usage","2.3.4","Enabling SNMP trap for memory usage","System Settings - SNMP","Level 1","","true","Enabling SNMP traps for memory usage monitoring helps detect anomalies and ensure
critical security features remain operational. This proactive approach enhances system
reliability by alerting administrators to potential resource issues.

Default Value:
trap-free-memory-threshold is set to 5 trap-freeable-memory-threshold is set to 60","Monitoring memory usage via SNMP traps ensures that critical security processes have
sufficient resources to operate effectively. This helps prevent performance degradation
or failures that could expose the system to security risks.","Memory usage reaching critical status will automatically turn FortiGates into conserve
mode which will impact security inspection.","To configure SNMP trap trap-free-memory-threshold and trap-freeable-memory-
threshold. From CLI:
FGT1 # config system snmp sysinfo
FGT1 (sysinfo) # show
config system snmp sysinfo
set status enable
set trap-free-memory-threshold 20
set trap-freeable-memory-threshold 50
end","In the example below, SNMP trap will trigger once memory usage is above 80% (less
than 20% free memory), and the freeable memory is more than 35% (memory that can
be reclaimed by the system when needed).
From CLI, enable SNMP trap trap-free-memory-threshold and trap-freeable-memory-
threshold.
FGT1 # config system snmp sysinfo
FGT1 (sysinfo) # show
config system snmp sysinfo
set status enable
set trap-free-memory-threshold 20
set trap-freeable-memory-threshold 50
end","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/943586","CIS FortiGate 7.4.x Benchmark"
"Remove default admin user and create one with other name","2.4.1","Remove default admin user and create one with other name","System Settings - Administrators and Admin Profiles","Level 1","","true","Before deploying any new FortiGate, it is important to change the password of the
default admin account.
It is also recommended that you change even the user name of the default admin
account, However, since you cannot change the user name of an account that is
currently in use, a second administrator account must be created in order to do this.

Default Value:
By default, your FortiGate has an administrator account set up with the username admin
and no password. In order to prevent unauthorized access to FortiGate, it is highly
recommended that you add a password to this account.
Username: admin The default admin account does not have any password. Just
leave it blank

Additional Information:
In FortiOS 6.2.1 and later, adding a password to the admin administrator is mandatory.
You will be prompted to configure it the first time you log in to the FortiGate using that
account, after a factory reset, and after a new image installation.","Default credentials are well documented by most vendors, including Fortinet. Therefore,
it will be one of the first things that will be tried to illegally gain access to the system.","If not changed, then any scripts that use default credentials will be able to access the
system.","First create an other local admin account, for example mycompanyadmin.
#if VDOM enabled
config global
#configure new admin
config system admin
edit ""mycompanyadmin""
set password
set accprofile ""super_admin""
next
end
Verify if the newly created login works by opening another CLI session, do not logout of
your current session.
Once validated, logout with the default local admin account and use the CLI session
with mycompanyadmin to delete the default local admin account.
Please make sure there are no references in the configuration to the account (groups,
etc.)
#if VDOM enabled
config global
config system admin
delete ""admin""
end
To change the default password in the GUI:
Global (if VDOM enabled) > System > Administrators
Create New admin account (mycompanyadmin) Verify if you can login with that account
via another browser session (eg. incognito mode).
Remove default admin
System > Administrators menu","Using both CLI and GUI, in the username field put in ""admin"", leave the password field
blank and proceed. If it's checked out, it means that the default password is still in place
and needs to be changed.","1. https://kb.fortinet.com/kb/documentLink.do?externalID=FD48763
2. https://docs.fortinet.com/document/fortigate/6.2.0/cookbook/99980/default-
administrator-password","CIS FortiGate 7.4.x Benchmark"
"Ensure all the login accounts having specific trusted hosts enabled","2.4.2","Ensure all the login accounts having specific trusted hosts enabled","System Settings - Administrators and Admin Profiles","Level 1","","false","Configure an administrative account to be accessible only to someone who is using a
trusted host. You can set a specific IP address for the trusted host or use a subnet.

Default Value:
By default, each account is accessible from everywhere. The host value is 0.0.0.0/0","Access to a firewall to perform administrative tasks should only come from specific
network segments reserved for administrators only. This additional layer of security
ensures that no one from anywhere else on the network is able to log in, even with
correct credentials.","All access outside of the allowed segment will be stopped, including from both
legitimate and illegitimate users. Thus, administrators working remotely will have to
make sure that they have access to jump hosts that sit in the allowed segment.","To remove a trusted host item from the list in CLI:
FG1 # config system admin
FG1 (admin) # edit ""test_admin""
FG1 (test_admin) # unset trusthost1
FG1 (test_admin) # end
FG1 #
To add a trusted host into the list in CLI:
FG1 # config system admin
FG1 (admin) # edit ""test_admin""
FG1 (test_admin) # set trusthost6 1.1.1.1 255.255.255.255
FG1 (test_admin) # end
FG1 #
Before adding an item, please make sure that it does not already exist. For example, if
trusthost3 is already in the list, using it again will override the existing host/network.
In the Web GUI:
1. System > Administrators.
2. select the account and click on edit.
3. In the account setting page, make sure that ""Restrict login to trusted
hosts"" is enabled and all the allowed hosts / subnets are in the list of
trusted host.
Please take note that certain versions of FortiOS will only show the first 3 trusted hosts
in the list. If you want to see more, you have to click on the ""+"" sign as if you're adding a
new item into the list. Keep clicking until you see an empty field of trusted host. That's
when you know that you have reached the bottom of the list. To add another trusted
host, fill in the empty field of the new ""Trusted Host"". To remove a trusted host, simply
erase everything in the field of that corresponding host.","This example is to check if trusted hosts option is enabled for account ""test_admin"" and
which trusted hosts are in the list:
FG1 # config system admin
FG1 (admin) # edit ""test_admin""
FG1 (test_admin) # show
config system admin
edit ""test_admin""
...
set trusthost1 10.0.0.0 255.255.255.0
set trusthost2 192.168.10.0 255.255.255.0
...
next
end
In the Web GUI:
1. System > Administrators.
2. Select the account and click on edit.
3. In the account setting page, make sure that ""Restrict login to trusted
hosts"" is enabled and all the allowed hosts / subnets are in the list of
trusted host.
Please take note that certain versions of FortiOS will only show the first 3 trusted hosts
in the list. If you want to see more, you have to click on the ""+"" sign as if you're adding a
new item into the list. Keep clicking until you see an empty field of trusted host. That's
when you know that you have reached the bottom of the list.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/14906","CIS FortiGate 7.4.x Benchmark"
"Ensure admin accounts with different privileges have their correct profiles assigned","2.4.3","Ensure admin accounts with different privileges have their correct profiles assigned","System Settings - Administrators and Admin Profiles","Level 1","","false","Verify that users with access to the Fortinet should only have the minimum privileges
required for that particular user.

Default Value:
By default, there are only 2 profiles: prof_admin and super_admin. You must select a
profile to create an admin account. The system will not automatically choose for you.

Additional Information:
You cannot change the profile of the account you are already logged in as.
The profile ""super_admin"" cannot be deleted or modified.","In some organizations, it is necessary to create different levels of administrative
accounts. For example, technicians from tier 1 support should not have total access to
the system compared to a tier 3 support.","","In this example, the goal is to provide the profile ""tier_1"" the ability to view and modify
address objects. This sub-privilege is under fwgrp privilege.
In CLI:
FGT1 # config system accprofile
FGT1 (accprofile) # edit ""tier_1""
FGT1 (tier_1) # set fwgrp custom
FGT1 (tier_1) # config fwgrp-permission
FGT1 (fwgrp-permission) # set address read-write
FGT1 (fwgrp-permission) # end
FGT1 (tier_1) # end
FGT1 #
For the GUI, go to:
1. System > Admin Profiles, select ""tier_1"" and click ""Edit"".
2. On ""Firewall"", click on ""Custom"".
3. Click on ""Read/Write"" option for ""Address"".
In the next example, assign the profile ""tier_1"" to the account ""support1"".
In the CLI:
FGT1 # config system admin
FGT1 (admin) # edit ""support1""
FGT1 (support1) # set accprofile ""tier_1""
FGT1 (support1) # end
FGT1 #
For the GUI, go to:
1. System > Administrators.
2. Select ""support1"" and click ""Edit"".
3. Under ""Administrator Profile"", select ""tier_1"".","There are 2 stages to audit. Here is how to verify in the CLI:
Stage 1: Verify the profile.
FGT1 # config system accprofile
FGT1 (accprofile) # edit ""tier_1""
FGT1 (tier_1) # show full
config system accprofile
edit ""tier_1""
set comments ''
set secfabgrp read
set ftviewgrp read
set authgrp none
set sysgrp none
set netgrp read
set loggrp none
set fwgrp custom
set vpngrp none
set utmgrp none
set wifi none
set admintimeout-override disable
config fwgrp-permission
set policy none
set address none
set service none
set schedule none
end
next
end
FGT1 (tier_1) #
If the following privileges are set to ""custom"", please also check the sub-privileges of the
customized ones to make sure that only the right privileges are allowed: fwgrp, sysgrp,
netgrp, loggrp, utmgrpset.
In the GUI, go to:
System > Admin Profiles, select the profile and click on ""Edit"".
Stage 2: Verify the admin accounts.
In the CLI:
FGT1 #config system admin
FGT1 (admin) # edit ""support1""
FGT1 (support1) # show full
config system admin
edit ""support1""
...
set accprofile ""tier_1""
...
next
end
In the GUI, go to:
System > Administrators, select the account and click ""Edit""","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/294491","CIS FortiGate 7.4.x Benchmark"
"Ensure Admin idle timeout time is configured","2.4.4","Ensure Admin idle timeout time is configured","System Settings - Administrators and Admin Profiles","Level 1","","true","The idle timeout period is the amount of time that an administrator will stay logged in to
the GUI without any activity.

Default Value:
By default, it is set to five minutes.

Additional Information:
A setting of higher than 15 minutes will have a negative effect on a security rating score.","Best practice dictates setting admin idle timeout to prevent the risk of unauthorized
access to the device, such as someone using a logged-in GUI on a PC that has been
left unattended.
For security reasons, the Center for Internet Security (CIS) recommends that
administrator sessions should automatically timeout after a period of inactivity, with a
maximum recommended time of 15 minutes or less","This is to prevent someone from accessing the FortiGate if the management PC is left
unattended.","To change the idle timeout in the GUI:
1) Login to FortiGate with Super Admin privileges
2) Go to 'System' > 'Settings'.
3) In the 'Administration Settings' section, set the 'Idle timeout' value to
five minutes by typing 5.
4) Click Apply.
To change the idle timeout in the CLI:
config system global
set admintimeout 5
end","To check the idle timeout in the GUI:
1) Login to FortiGate
2) Go to 'System' > 'Settings'.
3) In the 'Administration Settings' section, check the 'Idle timeout' value
in minutes.
To check the idle timeout in the CLI:
get system global
check the value of admintimeout in minutes","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/215451","CIS FortiGate 7.4.x Benchmark"
"Ensure only encrypted access channels are enabled","2.4.5","Ensure only encrypted access channels are enabled","System Settings - Administrators and Admin Profiles","Level 1","","true","Allow only HTTPS access to the GUI and SSH access to the CLI.

Default Value:
By default, HTTP and Telnet are not enabled on any interface.","By only allowing encrypted access, we are making it harder to use ""Man in the Middle""
attacks to sniff login credentials.","","If HTTP or Telnet is in the allowaccess list, you will have to set that list again with the
same elements except for http or telnet.
On CLI:
FG1 # config system interface
FG1 (interface) # edit port1
FG1 (port1) # set allowaccess ssh https ping snmp
FG1 (port1) # end
FG1 #
In the web GUI, click on:
1. Network > Interfaces, select the interface and click ""Edit"".
2. In the interface setting page, uncheck HTTP and Telnet in the section
""Administrative Access"".","In the CLI, when verifying the network interface, make sure that http and telnet are not
in the allowaccess list:
FG1 # config system interface
FG1 (interface) # edit port1
FG1 (port1) # show
config system interface
edit ""port1""
...
set allowaccess ssh https ping snmp
...
next
end
In the web GUI, click on:
1. Network > Interfaces, select the interface and click ""Edit"".
2. In the interface setting page, make sure that HTTP and Telnet are not
selected in the section ""Administrative Access""","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/574723","CIS FortiGate 7.4.x Benchmark"
"Apply Local-in Policies","2.4.6","Apply Local-in Policies","System Settings - Administrators and Admin Profiles","Level 1","","true","Configure Local-in Policies to control inbound traffic that is destined to a FortiGate
interface.

Default Value:
There are no Local-in Policies in place by default.","Local-in Policies allow for more granular and specific control of all types of traffic that
are destined for a FortiGate interface. They are not limited to management-only
protocols, therefore they can extend past ""trusted host"" configurations and be
configured with source and destination addresses as well as specific services.","Local-in Policies are processed before ""trusted host"" configurations, so it is important to
validate that management access will be maintained once the Local-in policies are put
in place.","Local-in Policies can only be configured through the CLI:
config firewall {local-in-policy | local-in-policy6}
edit <policy_number>
set intf <interface>
set srcaddr <source_address> [source_address] ...
set dstaddr <destination_address> [destination_address] ...
set action {accept | deny}
set service <service_name> [service_name] ...
set schedule <schedule_name>
set comments <string>
next
end
For example, to prevent the source subnet 10.10.10.0/24 from pinging port1, but allow
administrative access for PING on port1:
config firewall address
edit ""10.10.10.0""
set subnet 10.10.10.0 255.255.255.0
next
end
config firewall local-in-policy
edit 1
set intf ""port1""
set srcaddr ""10.10.10.0""
set dstaddr ""all""
set service ""PING""
set schedule ""always""
next
end","To review Local-in Policies in the GUI, go to:
1. System > Feature Visibility.
2. Turning on ""Local-in policies"" under the Additional Features Section.
This will then add the section under ""Policies and Objects"" there will now be a section
for ""Local-in Policies""
It can also be viewed through the CLI:
config firewall local-in-policy
show","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/363127","CIS FortiGate 7.4.x Benchmark"
"Ensure default Admin ports are changed","2.4.7","Ensure default Admin ports are changed","System Settings - Administrators and Admin Profiles","Level 1","","true","FortiGate admin ports listen on the common ports of 80 and 443. This is default
behavior. While interface access is controlled by configuring network interfaces, the
FortiGate still listens on the admin ports that have been configured, which can also
cause a conflict should 80 or 443 be needed as part of additional configuration later on.

Default Value:
config system global
set admin-https-redirect enable
set admin-port 80
set admin-server-cert ""self-sign""
set admin-sport 443

Additional Information:
TIP: Don't choose these ports:
8080/8081 - These are very common browser proxy ports.
4433 - This is the FortiGate default FTM push port.
10443 - This is the FortiGate default SSL VPN port.
Other Admin Ports such as 22 and 23 can also be changed as required.","To increase security of the FortiGate Admin Ports, changing it from the default ports will
reduce the attack surface should FortiGate Admin Access be targeted. As mentioned, a
possible port conflict can also be avoided.","Unauthorized access to a FortiGate or any firewall could prove very costly. While this is
a single hardening step of many, it is an important one when hardening any firewall.","config system global
set admin-https-redirect disable
set admin-port 8082 **(or any other uncommon port)**
set admin-server-cert ""self-sign""
set admin-sport 4343 **(or any other uncommon port)**
end
OR
From Web GUI:
1. System > Settings
2. Change the ports/settings under 'Administration Settings' section.
NOTE: https redirection must be turned off as well as changing port 80. This is due to
the nature of how browser port redirection works. The browser will be redirected from
port 80 to port 443 or whichever 'admin-sport' is configured, meaning that it will still
listen on port 80 even when the port has been reconfigured.","Log in to the GUI and click on System > Settings > Review the ports under
'Administration Settings' section.","1. https://docs.fortinet.com/document/fortigate/7.4.5/administration-guide/616955
2. https://community.fortinet.com/t5/FortiGate/Technical-Tip-How-to-change-the-
port-for-the-admin-access-to/ta-p/192295?externalID=FD46981","CIS FortiGate 7.4.x Benchmark"
